Rating,Komentar,Review,text_clean,text_CaseFolding,text_Tokenized,text_Stopwords,text_Stemmed,text_normalized_stemmed
1,tolong hapus fitur proo,tolong hapus fitur proo,tolong hapus fitur proo,tolong hapus fitur proo,"['tolong', 'hapus', 'fitur', 'proo']","['tolong', 'hapus', 'fitur', 'proo']",tolong hapus fitur proo,tolong hapus fitur pro
1,ak cntik g?,ak cntik g?,ak cntik g,ak cntik g,"['ak', 'cntik', 'g']","['ak', 'cntik', 'g']",ak cntik g,cntik
5,"karna saya suka mengedit di capcut tapi yg saya tidak suka membayar saat mengekspor anda mau cepat kaya kah?,dan saya paling ga suka padahal ruang penyimpanan saya masih ga penuh tapi ga bisa di download sebell dehh jdi saya ga bisa download sampai sekarang ini","karna saya suka mengedit di capcut tapi yg saya tidak suka membayar saat mengekspor anda mau cepat kaya kah?,dan saya paling ga suka padahal ruang penyimpanan saya masih ga penuh tapi ga bisa di download sebell dehh jdi saya ga bisa download sampai sekarang ini",karna saya suka mengedit di capcut tapi yg saya tidak suka membayar saat mengekspor anda mau cepat kaya kahdan saya paling ga suka padahal ruang penyimpanan saya masih ga penuh tapi ga bisa di download sebell dehh jdi saya ga bisa download sampai sekarang ini,karna saya suka mengedit di capcut tapi yg saya tidak suka membayar saat mengekspor anda mau cepat kaya kahdan saya paling ga suka padahal ruang penyimpanan saya masih ga penuh tapi ga bisa di download sebell dehh jdi saya ga bisa download sampai sekarang ini,"['karna', 'saya', 'suka', 'mengedit', 'di', 'capcut', 'tapi', 'yg', 'saya', 'tidak', 'suka', 'membayar', 'saat', 'mengekspor', 'anda', 'mau', 'cepat', 'kaya', 'kahdan', 'saya', 'paling', 'ga', 'suka', 'padahal', 'ruang', 'penyimpanan', 'saya', 'masih', 'ga', 'penuh', 'tapi', 'ga', 'bisa', 'di', 'download', 'sebell', 'dehh', 'jdi', 'saya', 'ga', 'bisa', 'download', 'sampai', 'sekarang', 'ini']","['karna', 'suka', 'mengedit', 'capcut', 'yg', 'suka', 'membayar', 'mengekspor', 'cepat', 'kaya', 'kahdan', 'ga', 'suka', 'ruang', 'penyimpanan', 'ga', 'penuh', 'ga', 'download', 'sebell', 'dehh', 'jdi', 'ga', 'download']",karna suka edit capcut yg suka bayar ekspor cepat kaya kahdan ga suka ruang simpan ga penuh ga download sebell dehh jdi ga download,karna suka edit capcut yang suka bayar ekspor cepat kaya kahdan gak suka ruang simpan gak penuh gak download sebel deh jdi gak download
5,males bikin kata kata,males bikin kata kata,males bikin kata kata,males bikin kata kata,"['males', 'bikin', 'kata', 'kata']","['males', 'bikin']",males bikin,males bikin
1,kurang apik,kurang apik,kurang apik,kurang apik,"['kurang', 'apik']",['apik'],apik,apik
1,"gak jelas banget sumpah, pake nyedot saldo Dana w buat langganan yang gak pernah gua ajukan!!","gak jelas banget sumpah, pake nyedot saldo Dana w buat langganan yang gak pernah gua ajukan!!",gak jelas banget sumpah pake nyedot saldo Dana w buat langganan yang gak pernah gua ajukan,gak jelas banget sumpah pake nyedot saldo dana w buat langganan yang gak pernah gua ajukan,"['gak', 'jelas', 'banget', 'sumpah', 'pake', 'nyedot', 'saldo', 'dana', 'w', 'buat', 'langganan', 'yang', 'gak', 'pernah', 'gua', 'ajukan']","['gak', 'banget', 'sumpah', 'pake', 'nyedot', 'saldo', 'dana', 'w', 'langganan', 'gak', 'gua', 'ajukan']",gak banget sumpah pake nyedot saldo dana w langgan gak gua aju,gak banget sumpah pake nyedot saldo dana langan gak gua aju
5,tes percobaan,tes percobaan,tes percobaan,tes percobaan,"['tes', 'percobaan']","['tes', 'percobaan']",tes coba,tes coba
5,sangat bagus sekali😁😁,sangat bagus sekali😁😁,sangat bagus sekali,sangat bagus sekali,"['sangat', 'bagus', 'sekali']",['bagus'],bagus,bagus
5,Bagus sekali aplikasi ini aku beri kan sepuluh Bintang o y aku lupa kan bisa nya cuman 5 bintang adu,Bagus sekali aplikasi ini aku beri kan sepuluh Bintang o y aku lupa kan bisa nya cuman 5 bintang adu,Bagus sekali aplikasi ini aku beri kan sepuluh Bintang o y aku lupa kan bisa nya cuman  bintang adu,bagus sekali aplikasi ini aku beri kan sepuluh bintang o y aku lupa kan bisa nya cuman  bintang adu,"['bagus', 'sekali', 'aplikasi', 'ini', 'aku', 'beri', 'kan', 'sepuluh', 'bintang', 'o', 'y', 'aku', 'lupa', 'kan', 'bisa', 'nya', 'cuman', 'bintang', 'adu']","['bagus', 'aplikasi', 'sepuluh', 'bintang', 'o', 'y', 'lupa', 'nya', 'cuman', 'bintang', 'adu']",bagus aplikasi puluh bintang o y lupa nya cuman bintang adu,bagus aplikasi puluh bintang lupa nya cuman bintang adu
1,"langganan penipuan buset, duit gw di ambil 80k dari dana padahal udah gw batalin langganan nya malah ngak bisa di balikin duitnya","langganan penipuan buset, duit gw di ambil 80k dari dana padahal udah gw batalin langganan nya malah ngak bisa di balikin duitnya",langganan penipuan buset duit gw di ambil k dari dana padahal udah gw batalin langganan nya malah ngak bisa di balikin duitnya,langganan penipuan buset duit gw di ambil k dari dana padahal udah gw batalin langganan nya malah ngak bisa di balikin duitnya,"['langganan', 'penipuan', 'buset', 'duit', 'gw', 'di', 'ambil', 'k', 'dari', 'dana', 'padahal', 'udah', 'gw', 'batalin', 'langganan', 'nya', 'malah', 'ngak', 'bisa', 'di', 'balikin', 'duitnya']","['langganan', 'penipuan', 'buset', 'duit', 'gw', 'ambil', 'k', 'dana', 'udah', 'gw', 'batalin', 'langganan', 'nya', 'ngak', 'balikin', 'duitnya']",langgan tipu buset duit gw ambil k dana udah gw batalin langgan nya ngak balikin duit,langan tipu buset duit ambil dana udah batalin langan nya ngak balikin duit
5,karena bisa jj,karena bisa jj,karena bisa jj,karena bisa jj,"['karena', 'bisa', 'jj']",['jj'],jj,
1,TAMBAH KIKIR NJING NIAT APLIKASI EDITING APA NIAT BUAT MISKIN PENDOWNLOAD?????? KIKIR ANJENGGG KEK GA PUNYA DUIT AJA NJINGGG!!!!,TAMBAH KIKIR NJING NIAT APLIKASI EDITING APA NIAT BUAT MISKIN PENDOWNLOAD?????? KIKIR ANJENGGG KEK GA PUNYA DUIT AJA NJINGGG!!!!,TAMBAH KIKIR NJING NIAT APLIKASI EDITING APA NIAT BUAT MISKIN PENDOWNLOAD KIKIR ANJENGGG KEK GA PUNYA DUIT AJA NJINGGG,tambah kikir njing niat aplikasi editing apa niat buat miskin pendownload kikir anjenggg kek ga punya duit aja njinggg,"['tambah', 'kikir', 'njing', 'niat', 'aplikasi', 'editing', 'apa', 'niat', 'buat', 'miskin', 'pendownload', 'kikir', 'anjenggg', 'kek', 'ga', 'punya', 'duit', 'aja', 'njinggg']","['kikir', 'njing', 'niat', 'aplikasi', 'editing', 'niat', 'miskin', 'pendownload', 'kikir', 'anjenggg', 'kek', 'ga', 'duit', 'aja', 'njinggg']",kikir njing niat aplikasi editing niat miskin pendownload kikir anjenggg kek ga duit aja njinggg,kikir njing niat aplikasi editing niat miskin pendownload kikir anjeng kek gak duit aja njing
1,assalamualaikum,assalamualaikum,assalamualaikum,assalamualaikum,['assalamualaikum'],['assalamualaikum'],assalamualaikum,asalamualaikum
2,dosa lu yaaa banyak banget nipuunya,dosa lu yaaa banyak banget nipuunya,dosa lu yaaa banyak banget nipuunya,dosa lu yaaa banyak banget nipuunya,"['dosa', 'lu', 'yaaa', 'banyak', 'banget', 'nipuunya']","['dosa', 'lu', 'yaaa', 'banget', 'nipuunya']",dosa lu yaaa banget nipuunya,dosa banget nipunya
3,BUAGUUUSSSS BUANGEEETTTT....,BUAGUUUSSSS BUANGEEETTTT....,BUAGUUUSSSS BUANGEEETTTT,buaguuussss buangeeetttt,"['buaguuussss', 'buangeeetttt']","['buaguuussss', 'buangeeetttt']",buaguuussss buangeeetttt,buagus buanget
5,bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,bagus
1,"aplikasi jembodddd, opo opo serba bayar!","aplikasi jembodddd, opo opo serba bayar!",aplikasi jembodddd opo opo serba bayar,aplikasi jembodddd opo opo serba bayar,"['aplikasi', 'jembodddd', 'opo', 'opo', 'serba', 'bayar']","['aplikasi', 'jembodddd', 'opo', 'opo', 'serba', 'bayar']",aplikasi jembodddd opo opo serba bayar,aplikasi jembod opo opo serba bayar
5,"bagyuss bngyett gilakk, kaya... capcut jangan pernah pergii 🥺🥺🫰🫰🫰😚😚😚","bagyuss bngyett gilakk, kaya... capcut jangan pernah pergii 🥺🥺🫰🫰🫰😚😚😚",bagyuss bngyett gilakk kaya capcut jangan pernah pergii ,bagyuss bngyett gilakk kaya capcut jangan pernah pergii ,"['bagyuss', 'bngyett', 'gilakk', 'kaya', 'capcut', 'jangan', 'pernah', 'pergii']","['bagyuss', 'bngyett', 'gilakk', 'kaya', 'capcut', 'pergii']",bagyuss bngyett gilakk kaya capcut pergi,bagyus bngyet gilak kaya capcut pergi
1,kont,kont,kont,kont,['kont'],['kont'],kont,kont
5,bagus mengapa saya tidak bisa mendownload capcut padahal saya ingin membuat vidio,bagus mengapa saya tidak bisa mendownload capcut padahal saya ingin membuat vidio,bagus mengapa saya tidak bisa mendownload capcut padahal saya ingin membuat vidio,bagus mengapa saya tidak bisa mendownload capcut padahal saya ingin membuat vidio,"['bagus', 'mengapa', 'saya', 'tidak', 'bisa', 'mendownload', 'capcut', 'padahal', 'saya', 'ingin', 'membuat', 'vidio']","['bagus', 'mendownload', 'capcut', 'vidio']",bagus mendownload capcut vidio,bagus mendownload capcut vidio
2,"nama font di cari susah banget,versi mobile,masa nyari font yang sudah kepake aja nyari nya sampe pusing nggak ketemu","nama font di cari susah banget,versi mobile,masa nyari font yang sudah kepake aja nyari nya sampe pusing nggak ketemu",nama font di cari susah bangetversi mobilemasa nyari font yang sudah kepake aja nyari nya sampe pusing nggak ketemu,nama font di cari susah bangetversi mobilemasa nyari font yang sudah kepake aja nyari nya sampe pusing nggak ketemu,"['nama', 'font', 'di', 'cari', 'susah', 'bangetversi', 'mobilemasa', 'nyari', 'font', 'yang', 'sudah', 'kepake', 'aja', 'nyari', 'nya', 'sampe', 'pusing', 'nggak', 'ketemu']","['nama', 'font', 'cari', 'susah', 'bangetversi', 'mobilemasa', 'nyari', 'font', 'kepake', 'aja', 'nyari', 'nya', 'sampe', 'pusing', 'nggak', 'ketemu']",nama font cari susah bangetversi mobilemasa nyari font kepake aja nyari nya sampe pusing nggak ketemu,nama font cari susah bangetversi mobilemasa nyari font kepake aja nyari nya sampe pusing ngak ketemu
5,ini sangat bagus untuk membuat vidio yang viral,ini sangat bagus untuk membuat vidio yang viral,ini sangat bagus untuk membuat vidio yang viral,ini sangat bagus untuk membuat vidio yang viral,"['ini', 'sangat', 'bagus', 'untuk', 'membuat', 'vidio', 'yang', 'viral']","['bagus', 'vidio', 'viral']",bagus vidio viral,bagus vidio viral
4,aplikasi nya bagus tapi ada yg kurang,aplikasi nya bagus tapi ada yg kurang,aplikasi nya bagus tapi ada yg kurang,aplikasi nya bagus tapi ada yg kurang,"['aplikasi', 'nya', 'bagus', 'tapi', 'ada', 'yg', 'kurang']","['aplikasi', 'nya', 'bagus', 'yg']",aplikasi nya bagus yg,aplikasi nya bagus yang
5,capcut adalah aplikasi yang sangat 👍❤,capcut adalah aplikasi yang sangat 👍❤,capcut adalah aplikasi yang sangat ,capcut adalah aplikasi yang sangat ,"['capcut', 'adalah', 'aplikasi', 'yang', 'sangat']","['capcut', 'aplikasi']",capcut aplikasi,capcut aplikasi
1,kenapa kalo berlangganan itu ga ada informasi lagi dari capcut nya kalo langganan otomatis Dan pembayarannya pun langsung potong saldo tanpa memasukkan pin pengguna buat transaksi tersebut. nyesel saldo ku kepotong 159 ribu nyselnya ga ada pemasukan pin tiba² kepotong,kenapa kalo berlangganan itu ga ada informasi lagi dari capcut nya kalo langganan otomatis Dan pembayarannya pun langsung potong saldo tanpa memasukkan pin pengguna buat transaksi tersebut. nyesel saldo ku kepotong 159 ribu nyselnya ga ada pemasukan pin tiba² kepotong,kenapa kalo berlangganan itu ga ada informasi lagi dari capcut nya kalo langganan otomatis Dan pembayarannya pun langsung potong saldo tanpa memasukkan pin pengguna buat transaksi tersebut nyesel saldo ku kepotong  ribu nyselnya ga ada pemasukan pin tiba kepotong,kenapa kalo berlangganan itu ga ada informasi lagi dari capcut nya kalo langganan otomatis dan pembayarannya pun langsung potong saldo tanpa memasukkan pin pengguna buat transaksi tersebut nyesel saldo ku kepotong  ribu nyselnya ga ada pemasukan pin tiba kepotong,"['kenapa', 'kalo', 'berlangganan', 'itu', 'ga', 'ada', 'informasi', 'lagi', 'dari', 'capcut', 'nya', 'kalo', 'langganan', 'otomatis', 'dan', 'pembayarannya', 'pun', 'langsung', 'potong', 'saldo', 'tanpa', 'memasukkan', 'pin', 'pengguna', 'buat', 'transaksi', 'tersebut', 'nyesel', 'saldo', 'ku', 'kepotong', 'ribu', 'nyselnya', 'ga', 'ada', 'pemasukan', 'pin', 'tiba', 'kepotong']","['kalo', 'berlangganan', 'ga', 'informasi', 'capcut', 'nya', 'kalo', 'langganan', 'otomatis', 'pembayarannya', 'langsung', 'potong', 'saldo', 'memasukkan', 'pin', 'pengguna', 'transaksi', 'nyesel', 'saldo', 'ku', 'kepotong', 'ribu', 'nyselnya', 'ga', 'pemasukan', 'pin', 'kepotong']",kalo langgan ga informasi capcut nya kalo langgan otomatis bayar langsung potong saldo masuk pin guna transaksi nyesel saldo ku potong ribu nyselnya ga pasu pin potong,kalo langan gak informasi capcut nya kalo langan otomatis bayar langsung potong saldo masuk pin guna transaksi nyesel saldo potong ribu nyselnya gak pasu pin potong
5,sangat tidak cocok dengan jenis tanaman,sangat tidak cocok dengan jenis tanaman,sangat tidak cocok dengan jenis tanaman,sangat tidak cocok dengan jenis tanaman,"['sangat', 'tidak', 'cocok', 'dengan', 'jenis', 'tanaman']","['cocok', 'jenis', 'tanaman']",cocok jenis tanam,cocok jenis tanam
5,sangat membantu aplikasi Capcut untuk mengedit dan dan membuat tampilan vidio agar tambah terlihat menarik,sangat membantu aplikasi Capcut untuk mengedit dan dan membuat tampilan vidio agar tambah terlihat menarik,sangat membantu aplikasi Capcut untuk mengedit dan dan membuat tampilan vidio agar tambah terlihat menarik,sangat membantu aplikasi capcut untuk mengedit dan dan membuat tampilan vidio agar tambah terlihat menarik,"['sangat', 'membantu', 'aplikasi', 'capcut', 'untuk', 'mengedit', 'dan', 'dan', 'membuat', 'tampilan', 'vidio', 'agar', 'tambah', 'terlihat', 'menarik']","['membantu', 'aplikasi', 'capcut', 'mengedit', 'tampilan', 'vidio', 'menarik']",bantu aplikasi capcut edit tampil vidio tarik,bantu aplikasi capcut edit tampil vidio tarik
1,cap cut sekarang makin ngelunjak..,cap cut sekarang makin ngelunjak..,cap cut sekarang makin ngelunjak,cap cut sekarang makin ngelunjak,"['cap', 'cut', 'sekarang', 'makin', 'ngelunjak']","['cap', 'cut', 'ngelunjak']",cap cut ngelunjak,cap cut ngelunjak
1,"MAKIN BERATT, ALLAHUUUAKBARRR🥰","MAKIN BERATT, ALLAHUUUAKBARRR🥰",MAKIN BERATT ALLAHUUUAKBARRR,makin beratt allahuuuakbarrr,"['makin', 'beratt', 'allahuuuakbarrr']","['beratt', 'allahuuuakbarrr']",beratt allahuuuakbarrr,berat alahuakbar
1,apk kikir kntl,apk kikir kntl,apk kikir kntl,apk kikir kntl,"['apk', 'kikir', 'kntl']","['apk', 'kikir', 'kntl']",apk kikir kntl,aplikasi kikir kntl
3,capcut sekarang sering macet,capcut sekarang sering macet,capcut sekarang sering macet,capcut sekarang sering macet,"['capcut', 'sekarang', 'sering', 'macet']","['capcut', 'macet']",capcut macet,capcut macet
1,"jelek sekali aplikasi kebelet haji furoda, semua harus serba pro, Mb pun membesar tidak cocok untuk hp saya yang cuma ram 3 bikin memori cepet penuh saya putuskan untuk unistsl saja","jelek sekali aplikasi kebelet haji furoda, semua harus serba pro, Mb pun membesar tidak cocok untuk hp saya yang cuma ram 3 bikin memori cepet penuh saya putuskan untuk unistsl saja",jelek sekali aplikasi kebelet haji furoda semua harus serba pro Mb pun membesar tidak cocok untuk hp saya yang cuma ram  bikin memori cepet penuh saya putuskan untuk unistsl saja,jelek sekali aplikasi kebelet haji furoda semua harus serba pro mb pun membesar tidak cocok untuk hp saya yang cuma ram  bikin memori cepet penuh saya putuskan untuk unistsl saja,"['jelek', 'sekali', 'aplikasi', 'kebelet', 'haji', 'furoda', 'semua', 'harus', 'serba', 'pro', 'mb', 'pun', 'membesar', 'tidak', 'cocok', 'untuk', 'hp', 'saya', 'yang', 'cuma', 'ram', 'bikin', 'memori', 'cepet', 'penuh', 'saya', 'putuskan', 'untuk', 'unistsl', 'saja']","['jelek', 'aplikasi', 'kebelet', 'haji', 'furoda', 'serba', 'pro', 'mb', 'membesar', 'cocok', 'hp', 'ram', 'bikin', 'memori', 'cepet', 'penuh', 'putuskan', 'unistsl']",jelek aplikasi kebelet haji furoda serba pro mb besar cocok hp ram bikin memori cepet penuh putus unistsl,jelek aplikasi kebelet haji furoda serba pro besar cocok ram bikin memori cepet penuh putus unistsl
1,apk gj saran gua baikin ni apk,apk gj saran gua baikin ni apk,apk gj saran gua baikin ni apk,apk gj saran gua baikin ni apk,"['apk', 'gj', 'saran', 'gua', 'baikin', 'ni', 'apk']","['apk', 'gj', 'saran', 'gua', 'baikin', 'ni', 'apk']",apk gj saran gua baikin ni apk,aplikasi saran gua baikin aplikasi
5,trimakasih capcut atas uang saya telah disposes saya kasih bintang 5 karana proses agak ribet tapi developer tetap mengembalikan uang saya trimakasih capcut 👍👍💎,trimakasih capcut atas uang saya telah disposes saya kasih bintang 5 karana proses agak ribet tapi developer tetap mengembalikan uang saya trimakasih capcut 👍👍💎,trimakasih capcut atas uang saya telah disposes saya kasih bintang  karana proses agak ribet tapi developer tetap mengembalikan uang saya trimakasih capcut ,trimakasih capcut atas uang saya telah disposes saya kasih bintang  karana proses agak ribet tapi developer tetap mengembalikan uang saya trimakasih capcut ,"['trimakasih', 'capcut', 'atas', 'uang', 'saya', 'telah', 'disposes', 'saya', 'kasih', 'bintang', 'karana', 'proses', 'agak', 'ribet', 'tapi', 'developer', 'tetap', 'mengembalikan', 'uang', 'saya', 'trimakasih', 'capcut']","['trimakasih', 'capcut', 'uang', 'disposes', 'kasih', 'bintang', 'karana', 'proses', 'ribet', 'developer', 'mengembalikan', 'uang', 'trimakasih', 'capcut']",trimakasih capcut uang disposes kasih bintang karana proses ribet developer kembali uang trimakasih capcut,trimakasih capcut uang disposes kasih bintang karana proses ribet developer kembali uang trimakasih capcut
1,pas saat ekspor uda nonton iklan tp saat iklan selesai uda pencet x masih aja gabisa diekspor lag banget sumpah,pas saat ekspor uda nonton iklan tp saat iklan selesai uda pencet x masih aja gabisa diekspor lag banget sumpah,pas saat ekspor uda nonton iklan tp saat iklan selesai uda pencet x masih aja gabisa diekspor lag banget sumpah,pas saat ekspor uda nonton iklan tp saat iklan selesai uda pencet x masih aja gabisa diekspor lag banget sumpah,"['pas', 'saat', 'ekspor', 'uda', 'nonton', 'iklan', 'tp', 'saat', 'iklan', 'selesai', 'uda', 'pencet', 'x', 'masih', 'aja', 'gabisa', 'diekspor', 'lag', 'banget', 'sumpah']","['pas', 'ekspor', 'uda', 'nonton', 'iklan', 'tp', 'iklan', 'selesai', 'uda', 'pencet', 'x', 'aja', 'gabisa', 'diekspor', 'lag', 'banget', 'sumpah']",pas ekspor uda nonton iklan tp iklan selesai uda pencet x aja gabisa ekspor lag banget sumpah,pas ekspor uda nonton iklan iklan selesai uda pencet aja gabisa ekspor lag banget sumpah
2,capcut sekarang gini ya,capcut sekarang gini ya,capcut sekarang gini ya,capcut sekarang gini ya,"['capcut', 'sekarang', 'gini', 'ya']","['capcut', 'gini', 'ya']",capcut gin ya,capcut gin
3,Bagus,Bagus,Bagus,bagus,['bagus'],['bagus'],bagus,bagus
5,Beriratingapliksin,Beriratingapliksin,Beriratingapliksin,beriratingapliksin,['beriratingapliksin'],['beriratingapliksin'],beriratingapliksin,beriratingapliksin
5,ini sangat,ini sangat,ini sangat,ini sangat,"['ini', 'sangat']",[],,nan
5,keren,keren,keren,keren,['keren'],['keren'],keren,keren
5,lumayan bagus itu saja,lumayan bagus itu saja,lumayan bagus itu saja,lumayan bagus itu saja,"['lumayan', 'bagus', 'itu', 'saja']","['lumayan', 'bagus']",lumayan bagus,lumayan bagus
1,karena ada iklan,karena ada iklan,karena ada iklan,karena ada iklan,"['karena', 'ada', 'iklan']",['iklan'],iklan,iklan
4,"bagus bangett,satu lagi jangan dijadiin pro dong itu nya","bagus bangett,satu lagi jangan dijadiin pro dong itu nya",bagus bangettsatu lagi jangan dijadiin pro dong itu nya,bagus bangettsatu lagi jangan dijadiin pro dong itu nya,"['bagus', 'bangettsatu', 'lagi', 'jangan', 'dijadiin', 'pro', 'dong', 'itu', 'nya']","['bagus', 'bangettsatu', 'dijadiin', 'pro', 'nya']",bagus bangettsatu dijadiin pro nya,bagus bangetsatu dijadin pro nya
5,gacor kanggg😋😋,gacor kanggg😋😋,gacor kanggg,gacor kanggg,"['gacor', 'kanggg']","['gacor', 'kanggg']",gacor kanggg,gacor kang
4,aplikasi bagus,aplikasi bagus,aplikasi bagus,aplikasi bagus,"['aplikasi', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,aplikasi bagus
3,CapCut Tolong Lah Aku Mau Edit Foto Terus Mau Tambahin Kacamata Tapi Gak Ada Kacamata Ayolah Tambahin Stiker Kacamata Pada Editor Foto Plis,CapCut Tolong Lah Aku Mau Edit Foto Terus Mau Tambahin Kacamata Tapi Gak Ada Kacamata Ayolah Tambahin Stiker Kacamata Pada Editor Foto Plis,CapCut Tolong Lah Aku Mau Edit Foto Terus Mau Tambahin Kacamata Tapi Gak Ada Kacamata Ayolah Tambahin Stiker Kacamata Pada Editor Foto Plis,capcut tolong lah aku mau edit foto terus mau tambahin kacamata tapi gak ada kacamata ayolah tambahin stiker kacamata pada editor foto plis,"['capcut', 'tolong', 'lah', 'aku', 'mau', 'edit', 'foto', 'terus', 'mau', 'tambahin', 'kacamata', 'tapi', 'gak', 'ada', 'kacamata', 'ayolah', 'tambahin', 'stiker', 'kacamata', 'pada', 'editor', 'foto', 'plis']","['capcut', 'tolong', 'edit', 'foto', 'tambahin', 'kacamata', 'gak', 'kacamata', 'ayolah', 'tambahin', 'stiker', 'kacamata', 'editor', 'foto', 'plis']",capcut tolong edit foto tambahin kacamata gak kacamata ayo tambahin stiker kacamata editor foto plis,capcut tolong edit foto tambahin kacamata gak kacamata ayo tambahin stiker kacamata editor foto plis
2,"ini capcut nya kembali lagi tapi udah bagus sih bagi ku ada yg kurang , gerakan ya kemana yg hilang kemana hah dibuang atu dimakan iya biangun deh","ini capcut nya kembali lagi tapi udah bagus sih bagi ku ada yg kurang , gerakan ya kemana yg hilang kemana hah dibuang atu dimakan iya biangun deh",ini capcut nya kembali lagi tapi udah bagus sih bagi ku ada yg kurang  gerakan ya kemana yg hilang kemana hah dibuang atu dimakan iya biangun deh,ini capcut nya kembali lagi tapi udah bagus sih bagi ku ada yg kurang  gerakan ya kemana yg hilang kemana hah dibuang atu dimakan iya biangun deh,"['ini', 'capcut', 'nya', 'kembali', 'lagi', 'tapi', 'udah', 'bagus', 'sih', 'bagi', 'ku', 'ada', 'yg', 'kurang', 'gerakan', 'ya', 'kemana', 'yg', 'hilang', 'kemana', 'hah', 'dibuang', 'atu', 'dimakan', 'iya', 'biangun', 'deh']","['capcut', 'nya', 'udah', 'bagus', 'sih', 'ku', 'yg', 'gerakan', 'ya', 'kemana', 'yg', 'hilang', 'kemana', 'hah', 'dibuang', 'atu', 'dimakan', 'iya', 'biangun', 'deh']",capcut nya udah bagus sih ku yg gera ya mana yg hilang mana hah buang atu makan iya biangun deh,capcut nya udah bagus sih yang gera mana yang hilang mana hah buang atu makan iya biangun deh
4,puas,puas,puas,puas,['puas'],['puas'],puas,puas
3,makin kesini makin banyak pronya,makin kesini makin banyak pronya,makin kesini makin banyak pronya,makin kesini makin banyak pronya,"['makin', 'kesini', 'makin', 'banyak', 'pronya']","['kesini', 'pronya']",kesini pro,kesini pro
5,bagus banget tapi udah intan malah ke ulang,bagus banget tapi udah intan malah ke ulang,bagus banget tapi udah intan malah ke ulang,bagus banget tapi udah intan malah ke ulang,"['bagus', 'banget', 'tapi', 'udah', 'intan', 'malah', 'ke', 'ulang']","['bagus', 'banget', 'udah', 'intan', 'ulang']",bagus banget udah intan ulang,bagus banget udah intan ulang
1,Aplikasi kikir,Aplikasi kikir,Aplikasi kikir,aplikasi kikir,"['aplikasi', 'kikir']","['aplikasi', 'kikir']",aplikasi kikir,aplikasi kikir
2,"kebanyakan iklann‼️ keluar bntr pas masuk udh iklan lagi mana lama banget mau dw iklan dlu lamaaaaaa bgt juga kesel dehh lama"" mana iklannya judol lagi","kebanyakan iklann‼️ keluar bntr pas masuk udh iklan lagi mana lama banget mau dw iklan dlu lamaaaaaa bgt juga kesel dehh lama"" mana iklannya judol lagi",kebanyakan iklann keluar bntr pas masuk udh iklan lagi mana lama banget mau dw iklan dlu lamaaaaaa bgt juga kesel dehh lama mana iklannya judol lagi,kebanyakan iklann keluar bntr pas masuk udh iklan lagi mana lama banget mau dw iklan dlu lamaaaaaa bgt juga kesel dehh lama mana iklannya judol lagi,"['kebanyakan', 'iklann', 'keluar', 'bntr', 'pas', 'masuk', 'udh', 'iklan', 'lagi', 'mana', 'lama', 'banget', 'mau', 'dw', 'iklan', 'dlu', 'lamaaaaaa', 'bgt', 'juga', 'kesel', 'dehh', 'lama', 'mana', 'iklannya', 'judol', 'lagi']","['kebanyakan', 'iklann', 'bntr', 'pas', 'masuk', 'udh', 'iklan', 'banget', 'dw', 'iklan', 'dlu', 'lamaaaaaa', 'bgt', 'kesel', 'dehh', 'iklannya', 'judol']",banyak iklann bntr pas masuk udh iklan banget dw iklan dlu lamaaaaaa bgt kesel dehh iklan judol,banyak iklan bntr pas masuk udh iklan banget iklan dlu lama banget kesel deh iklan judol
5,ini bagus banget,ini bagus banget,ini bagus banget,ini bagus banget,"['ini', 'bagus', 'banget']","['bagus', 'banget']",bagus banget,bagus banget
1,kebanyakan berbayar udah ga kaya dulu lagi jujur kecewa banget,kebanyakan berbayar udah ga kaya dulu lagi jujur kecewa banget,kebanyakan berbayar udah ga kaya dulu lagi jujur kecewa banget,kebanyakan berbayar udah ga kaya dulu lagi jujur kecewa banget,"['kebanyakan', 'berbayar', 'udah', 'ga', 'kaya', 'dulu', 'lagi', 'jujur', 'kecewa', 'banget']","['kebanyakan', 'berbayar', 'udah', 'ga', 'kaya', 'jujur', 'kecewa', 'banget']",banyak bayar udah ga kaya jujur kecewa banget,banyak bayar udah gak kaya jujur kecewa banget
5,membuat kretif,membuat kretif,membuat kretif,membuat kretif,"['membuat', 'kretif']",['kretif'],kretif,kretif
5,app ini sngt bgs,app ini sngt bgs,app ini sngt bgs,app ini sngt bgs,"['app', 'ini', 'sngt', 'bgs']","['app', 'sngt', 'bgs']",app sngt bgs,sngt bgs
1,karen kalo mau exspor iklan djlu,karen kalo mau exspor iklan djlu,karen kalo mau exspor iklan djlu,karen kalo mau exspor iklan djlu,"['karen', 'kalo', 'mau', 'exspor', 'iklan', 'djlu']","['karen', 'kalo', 'exspor', 'iklan', 'djlu']",karen kalo exspor iklan djlu,karen kalo exspor iklan djlu
4,kalau bisa fitur grtisnya ditambah dong .,kalau bisa fitur grtisnya ditambah dong .,kalau bisa fitur grtisnya ditambah dong ,kalau bisa fitur grtisnya ditambah dong ,"['kalau', 'bisa', 'fitur', 'grtisnya', 'ditambah', 'dong']","['fitur', 'grtisnya', 'ditambah']",fitur grtisnya tambah,fitur grtisnya tambah
